sha256,sha1,md5,dex_date,apk_size,pkg_name,vercode,vt_detection,vt_scan_date,dex_size,markets
00009E4BDE4E49B5F6F83EF2F0093288842ACB813DA515F226A0B08BAC375D50,9fdd29c15a41c4099a9daee77e4b6d77679fe88d,36542fb3272e0ab09528a647d46dde81,2013-12-27 16:40:20,4722785,"com.friendlydrive",67,0,2014-01-03 11:25:45,4572692,play.google.com
00009E82FC84439087058C0DBFE0DD67EDCF5D5F02B0DEA8A99F080AB621C473,013DE69B8C5747C82088E8574F9126F27350C77F,095F883F64B0BDE0284E0D6B30BD54C1,1980-01-01 00:00:00,11021885,"com.attendify.confpl4229",2,0,2017-09-27 01:19:27,7941452,play.google.com
00009EED6EFC17D9D36F49A5437C5B58EDA08CFBCF252BA9C7A5BB933671DD43,3268F93C9ED86DE7FD6C564AA94068D9F869FA8D,1C073A5D47D9D8AE8D4EB87794EF2661,2014-09-27 15:51:58,1061379,"com.ekcsoft.japaneseconversations",2,0,2014-11-20 06:30:59,1511928,PlayDrone|play.google.com
00009F268985E3C2D1A53AB20707379C1E27B31556EE079C0DD349EFE002B8B9,3A6212016A1562C11A5CBBD5A64BC4CA2E7AF9C8,0CCD5E00B295B182F788066A9547CB1A,1980-01-01 00:00:00,2148283,"com.ymkwt.android.mentalcalculation",28,0,2017-11-17 13:51:35,3793736,play.google.com
0000A053DE676B4D381CC35632D0E5AB67C098BD2C8FB55571750C07F888C465,24829463D870F1BA686B522657D71AA50D1F00AE,577CAFB25CE2CFE9CDED41C152BE6AFC,2015-01-15 11:39:04,7683203,"com.jugg.xiaozhukuaipao.anzhi",101,3,2015-03-10 08:18:01,4316,anzhi
0000A1F43516D9D7B0E67C8BC6C0202A32C827B85D45EA85C2DF5A78BA16BF12,1EFC6E73FD6E9C45B16DEFC07E182066F322DE37,E4D620C68218E0C1A61059B28B567F0C,1980-01-01 00:00:00,12001065,"com.jsm.publicdomainbible.geneva",201,0,2017-08-17 09:26:14,4040816,play.google.com
0000A5072C6C7D8F603D9E11A61C35D190DBCB6DC79ACAD13CB65314EDA328CF,9C2647673EAD146616D9245D45AA0E76A505A14E,B9AA2D5AD5CF4AC4A93FE6F7C5B2D407,1980-01-01 00:00:00,12048495,"com.omnipress.confr90zxq",9,0,2017-08-17 09:23:56,7928572,play.google.com
0000A7B09E2B695D069BC7BA4B9BD797F24EB532E0AD88666307913DDE8EDC2B,A95B79E334C633B73FE81111C321453E5B2AFF84,C2FC79B2E590ABE5FC1F75DF49BF1D25,1980-01-01 00:00:00,962870,"com.goboko.Goboko",20009,,,1327452,play.google.com
0000A9699FC042E61BB6A374FFF1B910895212330843CCEE4A968ED1370BE5E3,EE2AE4C8441C2D673A9EBF48336499ABAFCB2C8F,726D01CC7A444F49489325D441AE26E2,1980-01-01 00:00:00,44500268,"com.mobileiron.anyware.android",540,,,7654896,play.google.com
0000AB9B4CB19DEF86AF4A0B73E5A1C03E8E63C792B0C8103A0E27824789013B,36F22B0E1D7A79C3991328C71D10CE3BBC8931D8,FC3F6FF899C8F5864F91EE5A5EEE8157,1980-01-01 00:00:00,5226396,"com.smsmegatools",156,0,2018-10-13 05:17:53,4553460,play.google.com
0000ABA1B3EA0E53349B8FCDFCE2C75C32EF1BF8E24F698881F3AD8BAE603FE3,D706B5B841A40A71AF7B38F6F1FCABA51D7C9E71,CEE42545A69816809E036CF42156403C,2015-06-14 18:21:34,1153383,"com.haidermushtaq.bullincarnadine.discretepatterns",1,0,2016-02-16 09:36:03,2534588,play.google.com
0000ABE9DF732ABF0DFCB9BF5BCF78F935454CDC17867AFC1A73E74E931C3185,C01DBC9EF3B6882E8877FA2C5D5712E731103072,0C59684EE964391117158DAC19D7A8D9,2016-02-03 00:43:50,1481139,"com.transportesmaricielo.app",56,1,2016-04-06 02:19:25,152192,play.google.com
0000ADF4C95F588A4D4A3AB794CD12978A1DD737DA12EE5C1692C19D048441A3,957C765ECFE812B590A30C8D2A179CE22B2E3BC4,518D12B99F3828FABCECA3801A91A501,1980-01-01 00:00:00,12154352,"ru.fmore.samaratransport",59,0,2018-10-04 12:57:45,9184940,play.google.com
0000B2EE9720DD6028E5CAC22CB3689F1B67DD26113B30C3D2698C362809B892,d93b67ec9d91e24d650d08f128565b2d3785afe5,e7799a206ec17934c19774ace0b0886c,2013-11-22 13:48:22,1111508,"com.dksmdz.model",1,4,2014-02-02 09:09:25,540996,anzhi
